company,year,quarter,highlight_type,speaker,text,relevance_score,role_bucket,role,quote,score
Apple,2019,3,Strategic_Announcement,Unknown,"On so many fronts, there's an enormous amount to look forward to over the next few months, including the launch of new services like Apple Arcade Apple TV Plus, and Apple Card.",4.0,CEO,CEO,"On so many fronts, there's an enormous amount to look forward to over the next few months, including the launch of new services like Apple Arcade Apple TV Plus, and Apple Card.",4.0
Apple,2019,3,Strategic_Announcement,Unknown,"American Express, Credit Suisse, Discover, and TD Ameritrade have launched Apple Business Chat as a dynamic way to support and interact with customers.",3.9864,CFO,CFO,"American Express, Credit Suisse, Discover, and TD Ameritrade have launched Apple Business Chat as a dynamic way to support and interact with customers.",3.9864
Apple,2019,3,Strategic_Announcement,Unknown,"We also had our best WWDC ever last month packed with announcements of great new features coming this fall across our four software platforms, making them more powerful, more personal, and more private.",3.0,CEO,CEO,"We also had our best WWDC ever last month packed with announcements of great new features coming this fall across our four software platforms, making them more powerful, more personal, and more private.",3.0
Apple,2019,3,Strategic_Announcement,Unknown,"Luca Maestri Chief Financial Officer (CFO) talk about the new services that we've announced in March, and then also about the timing of how we get to revenue, right?",3.0,CFO,CFO,"Luca Maestri Chief Financial Officer (CFO) talk about the new services that we've announced in March, and then also about the timing of how we get to revenue, right?",3.0
Apple,2019,3,Strategic_Announcement,Unknown,"If I can just follow up on the China market, one of the things that we're looking at is with the going into the new year, into 2020, there'll be a lot of 5G phones launching in that market from the Android players.",3.0,OTHER,,"If I can just follow up on the China market, one of the things that we're looking at is with the going into the new year, into 2020, there'll be a lot of 5G phones launching in that market from the Android players.",3.0
Apple,2020,3,Strategic_Announcement,Unknown,"We attribute this increase in demand to several interactive causes, including a strong iPhone SE launch, continued economic stimulus, and potentially some benefit from shelter-in-place restrictions lifting around the world.",4.7,CEO,CEO,"We attribute this increase in demand to several interactive causes, including a strong iPhone SE launch, continued economic stimulus, and potentially some benefit from shelter-in-place restrictions lifting around the world.",4.7
Apple,2020,3,Strategic_Announcement,Unknown,"Based on these results and our performance over the last four quarters, we are proud to announce that we have achieved our goal of doubling our fiscal 2016 services revenue six months ahead of schedule.",4.0,CEO,CEO,"Based on these results and our performance over the last four quarters, we are proud to announce that we have achieved our goal of doubling our fiscal 2016 services revenue six months ahead of schedule.",4.0
Apple,2020,3,Strategic_Announcement,Unknown,"Earlier this month, we announced significant enhancements to the Develop and Swift and Everyone Can Code curricula, and we launched a new professional learning course available exclusively to educators.",4.0,CEO,CEO,"Earlier this month, we announced significant enhancements to the Develop and Swift and Everyone Can Code curricula, and we launched a new professional learning course available exclusively to educators.",4.0
Apple,2020,3,Strategic_Announcement,Unknown,"As millions march for justice in big cities and small towns alike, we committed $100 million to launch Apple's Racial Equity and Justice Initiative, as well as new and renewed internal efforts to foster diversity and inclusion at all levels of the company.",3.0,CEO,CEO,"As millions march for justice in big cities and small towns alike, we committed $100 million to launch Apple's Racial Equity and Justice Initiative, as well as new and renewed internal efforts to foster diversity and inclusion at all levels of the company.",3.0
Apple,2020,3,Strategic_Announcement,Unknown,"Building on powerful new features built into WatchOS 7 and AirPods Pro announced this quarter, we are very excited about the many opportunities in front of us for this product category.",3.0,CEO,CEO,"Building on powerful new features built into WatchOS 7 and AirPods Pro announced this quarter, we are very excited about the many opportunities in front of us for this product category.",3.0
Apple,2020,3,CEO_Quote,Unknown,"Especially in a time of COVID-19, you can measure economic resilience in the ways in which the App Store supports remote ordering for restaurants, digital commerce for small businesses, and an enduring entrepreneurial opportunity for creators and visionaries.",2.6,CEO,CEO,"Especially in a time of COVID-19, you can measure economic resilience in the ways in which the App Store supports remote ordering for restaurants, digital commerce for small businesses, and an enduring entrepreneurial opportunity for creators and visionaries.",2.6
Apple,2020,3,Strategic_Announcement,Unknown,"In Apple's Backyard, we announced that we're allocating $400 million of our multi-year, $2.5 billion affordable housing commitment to new housing construction, homebuyer assistance programs, and support for those at greatest risk of experiencing homelessness across Silicon Valley.",2.0,CEO,CEO,"In Apple's Backyard, we announced that we're allocating $400 million of our multi-year, $2.5 billion affordable housing commitment to new housing construction, homebuyer assistance programs, and support for those at greatest risk of experiencing homelessness across Silicon Valley.",2.0
Apple,2020,4,Strategic_Announcement,Unknown,"And Apple One, launching tomorrow, is the easiest way for users to enjoy Apple services like Music, TV+, Arcade, iCloud, News+, and Fitness+, on a single plan that is right for them and their family.",4.0,CEO,CEO,"And Apple One, launching tomorrow, is the easiest way for users to enjoy Apple services like Music, TV+, Arcade, iCloud, News+, and Fitness+, on a single plan that is right for them and their family.",4.0
Apple,2020,4,Strategic_Announcement,Unknown,"We announced Apple Fitness+, which delivers deep personalization and integration across the fitness tools our users love and depend on.",1.9136,CEO,CEO,"We announced Apple Fitness+, which delivers deep personalization and integration across the fitness tools our users love and depend on.",1.9136
Apple,2021,1,Strategic_Announcement,Unknown,"Through our partnership with Product Red, we've adapted our 14-year, $250 million effort to support HIV and AIDS work globally to ensure that care continues even in the time of COVID.",5.0,CEO,CEO,"Through our partnership with Product Red, we've adapted our 14-year, $250 million effort to support HIV and AIDS work globally to ensure that care continues even in the time of COVID.",5.0
Apple,2021,1,CEO_Quote,Unknown,"Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements, including without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and future business outlook, including the potential impact of COVID-19 on the company's business and results of operations.",4.9,CEO,CEO,"Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements, including without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and future business outlook, including the potential impact of COVID-19 on the company's business and results of operations.",4.9
Apple,2021,1,Strategic_Announcement,Unknown,"The program launched on January 1st, and we are already hearing from developers about how this change represents a transformation in their potential to create and grow on the App Store.",4.0,CEO,CEO,"The program launched on January 1st, and we are already hearing from developers about how this change represents a transformation in their potential to create and grow on the App Store.",4.0
Apple,2021,1,Strategic_Announcement,Unknown,"The Propel Center launched with a $25 million commitment and with the support of historically black colleges and universities across the country, will help support the next generation of leaders in fields ranging from machine learning to app development to entrepreneurship and design.",4.0,CEO,CEO,"The Propel Center launched with a $25 million commitment and with the support of historically black colleges and universities across the country, will help support the next generation of leaders in fields ranging from machine learning to app development to entrepreneurship and design.",4.0
Apple,2021,1,CEO_Quote,Unknown,"Finally, We're committing $35 million across two investments in Harlem Capital and the Clear Vision Impact Fund that support, accelerate, and grow minority-owned businesses in areas of great potential and need.",2.6,CEO,CEO,"Finally, We're committing $35 million across two investments in Harlem Capital and the Clear Vision Impact Fund that support, accelerate, and grow minority-owned businesses in areas of great potential and need.",2.6
Apple,2021,3,Strategic_Announcement,Unknown,"And I guess my question around that is, you know, when you think about switchers and price points, I think last year you launched the FC2 to really address maybe some of the lower price point markets like the emerging markets.",4.0,OTHER,,"And I guess my question around that is, you know, when you think about switchers and price points, I think last year you launched the FC2 to really address maybe some of the lower price point markets like the emerging markets.",4.0
Apple,2021,4,CFO_Financial_Detail,Unknown,"iPad performance was also strong, with a September quarter revenue record of $8.3 billion, up 21%, in spite of significant supply constraints, as customer demand for the iPad Pro, also powered by M1, was very strong.",7.8,CFO,CFO,"iPad performance was also strong, with a September quarter revenue record of $8.3 billion, up 21%, in spite of significant supply constraints, as customer demand for the iPad Pro, also powered by M1, was very strong.",7.8
Apple,2021,4,CFO_Financial_Detail,Unknown,"Turning to services, as I mentioned, we reached an all-time revenue record of $18.3 billion with all-time records for cloud services, music, video, advertising, Apple Care, and payment services, and a September quarter record for the App Store.",6.8,CFO,CFO,"Turning to services, as I mentioned, we reached an all-time revenue record of $18.3 billion with all-time records for cloud services, music, video, advertising, Apple Care, and payment services, and a September quarter record for the App Store.",6.8
Apple,2021,4,CFO_Financial_Detail,Unknown,iPhone revenue grew 47% year-over-year and set a September quarter record of $38.9 billion despite supply constraints as customer demand was very strong.,6.7955,CFO,CFO,iPhone revenue grew 47% year-over-year and set a September quarter record of $38.9 billion despite supply constraints as customer demand was very strong.,6.7955
Apple,2021,4,CFO_Financial_Detail,Unknown,"For Mac, we set an all-time revenue record of $9.2 billion, despite supply constraints, driven by strong demand for our M1-powered MacBook Air.",6.75,CFO,CFO,"For Mac, we set an all-time revenue record of $9.2 billion, despite supply constraints, driven by strong demand for our M1-powered MacBook Air.",6.75
Apple,2021,4,CFO_Financial_Detail,Unknown,"On the product side, revenue was 65.1 billion, up 30% over a year ago, as we experienced better than expected demand for our products despite supply constraints that we estimated at around $6 billion.",6.1,CFO,CFO,"On the product side, revenue was 65.1 billion, up 30% over a year ago, as we experienced better than expected demand for our products despite supply constraints that we estimated at around $6 billion.",6.1
Apple,2021,4,Strategic_Announcement,Unknown,"Luca Maestri Chief Financial Officer (CFO) There is certainly, obviously, that we have launch expenses in marketing and advertising, of course, when we launch new products.",6.0,CFO,CFO,"Luca Maestri Chief Financial Officer (CFO) There is certainly, obviously, that we have launch expenses in marketing and advertising, of course, when we launch new products.",6.0
Apple,2021,4,CFO_Financial_Detail,Unknown,"We set a September quarter revenue record of $83.4 billion, an increase of nearly 19 billion or 29% from a year ago, despite larger than expected supply constraints.",5.8,CFO,CFO,"We set a September quarter revenue record of $83.4 billion, an increase of nearly 19 billion or 29% from a year ago, despite larger than expected supply constraints.",5.8
Apple,2021,4,CFO_Financial_Detail,Unknown,"Company gross margin was 42.2%, down 110 basis points from last quarter due to higher costs and a different mix of products, partially offset by leverage.",5.1,CFO,CFO,"Company gross margin was 42.2%, down 110 basis points from last quarter due to higher costs and a different mix of products, partially offset by leverage.",5.1
Apple,2021,4,CFO_Financial_Detail,Unknown,"Products gross margin was 34.3%, down 170 basis points sequentially, as higher cost structures were partially offset by leverage and mix.",5.0227,CFO,CFO,"Products gross margin was 34.3%, down 170 basis points sequentially, as higher cost structures were partially offset by leverage and mix.",5.0227
Apple,2021,4,Strategic_Announcement,Unknown,"Following the launch of our new M1 MacBook Pro last week, SAP is planning to add it to the growing list of M1 Mac offerings available to their global workforce.",5.0,CFO,CFO,"Following the launch of our new M1 MacBook Pro last week, SAP is planning to add it to the growing list of M1 Mac offerings available to their global workforce.",5.0
Apple,2021,4,CEO_Quote,Unknown,"Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements including, without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and future business outlook, including the potential impact of COVID-19 on the company's business and results of operations.",4.9,CEO,CEO,"Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements including, without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and future business outlook, including the potential impact of COVID-19 on the company's business and results of operations.",4.9
Apple,2021,4,Strategic_Announcement,Unknown,"But as you know, when we launch these new products, we tend to add higher cost structures at the beginning of the cycle.",4.8455,CFO,CFO,"But as you know, when we launch these new products, we tend to add higher cost structures at the beginning of the cycle.",4.8455
Apple,2021,4,Strategic_Announcement,Unknown,"We also announced our all-new AirPods that feature spatial audio and industry-leading sound, longer battery life, and an all-new design.",3.9182,CEO,CEO,"We also announced our all-new AirPods that feature spatial audio and industry-leading sound, longer battery life, and an all-new design.",3.9182
Apple,2021,4,Strategic_Announcement,Unknown,"And obviously the fact that we continue to launch new services, new offerings within the services that we already have, new features.",3.9045,CFO,CFO,"And obviously the fact that we continue to launch new services, new offerings within the services that we already have, new features.",3.9045
Apple,2021,4,Strategic_Announcement,Unknown,"But in general, I think that the marriage, if you will, or partnership between Apple and the carrier channel has never been stronger and that it's on very solid footing.",3.7,CEO,CEO,"But in general, I think that the marriage, if you will, or partnership between Apple and the carrier channel has never been stronger and that it's on very solid footing.",3.7
Apple,2021,4,Strategic_Announcement,Unknown,"At the end of the September quarter, we introduced our iPhone 13 lineup, as well as the Apple Watch Series 7, iPad, and iPad Mini, all of which represent significant advances.",3.0,CEO,CEO,"At the end of the September quarter, we introduced our iPhone 13 lineup, as well as the Apple Watch Series 7, iPad, and iPad Mini, all of which represent significant advances.",3.0
Apple,2021,4,Strategic_Announcement,Unknown,"We also announced a new subscription tier to Apple Music called Apple Music Voice, which offers subscribers access to the services catalog of 90 million songs, all through the power of Siri.",3.0,CEO,CEO,"We also announced a new subscription tier to Apple Music called Apple Music Voice, which offers subscribers access to the services catalog of 90 million songs, all through the power of Siri.",3.0
Apple,2022,1,CEO_Quote,Unknown,"Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements, including, without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and future business outlook, including the potential impact of COVID-19 on the company's business and results of operations.",4.9,CEO,CEO,"Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements, including, without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and future business outlook, including the potential impact of COVID-19 on the company's business and results of operations.",4.9
Apple,2022,2,CEO_Quote,Unknown,"Please note that some of the information you'll hear during today's discussion will consist of forward-looking statements, including, without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and future business outlook, including the potential impact of COVID-19 on the company's business and results of operations.",4.9,CEO,CEO,"Please note that some of the information you'll hear during today's discussion will consist of forward-looking statements, including, without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and future business outlook, including the potential impact of COVID-19 on the company's business and results of operations.",4.9
Apple,2022,3,CFO_Financial_Detail,Unknown,"Wearables home and accessories revenue was 8.1 billion, down 8% year over year, as we faced foreign exchange headwinds, different launch timing for home and accessories products, and supply constraints, as well as the overall microeconomic environment.",7.7,CFO,CFO,"Wearables home and accessories revenue was 8.1 billion, down 8% year over year, as we faced foreign exchange headwinds, different launch timing for home and accessories products, and supply constraints, as well as the overall microeconomic environment.",7.7
Apple,2022,3,CFO_Financial_Detail,Unknown,"We set a June quarter revenue record of $83 billion, up 2% year over year, despite supply constraints, over 300 basis points of foreign exchange headwinds, and the impact of our business in Russia.",7.4,CFO,CFO,"We set a June quarter revenue record of $83 billion, up 2% year over year, despite supply constraints, over 300 basis points of foreign exchange headwinds, and the impact of our business in Russia.",7.4
Apple,2022,3,Strategic_Announcement,Unknown,"Wearables home and accessories revenue was 8.1 billion, down 8% year over year, as we faced foreign exchange headwinds, different launch timing for home and accessories products, and supply constraints, as well as the overall microeconomic environment.",6.6,CFO,CFO,"Wearables home and accessories revenue was 8.1 billion, down 8% year over year, as we faced foreign exchange headwinds, different launch timing for home and accessories products, and supply constraints, as well as the overall microeconomic environment.",6.6
Apple,2022,3,CFO_Financial_Detail,Unknown,"iPhone revenue grew 3% year-over-year to a June quarter record of $40.7 billion, despite foreign exchange headwinds, as customer response to our iPhone 13 family continued to be strong.",6.4,CFO,CFO,"iPhone revenue grew 3% year-over-year to a June quarter record of $40.7 billion, despite foreign exchange headwinds, as customer response to our iPhone 13 family continued to be strong.",6.4
Apple,2022,3,CFO_Financial_Detail,Unknown,"iPad revenue was $7.2 billion, down 2% year-over-year due to supply constraints and negative foreign exchange.",5.9,CFO,CFO,"iPad revenue was $7.2 billion, down 2% year-over-year due to supply constraints and negative foreign exchange.",5.9
Apple,2022,3,Strategic_Announcement,Unknown,"And but in addition to those things, which those things affected all the products to some degree, we also had a different launch timing for certain home and accessory products.",5.0,CEO,CEO,"And but in addition to those things, which those things affected all the products to some degree, we also had a different launch timing for certain home and accessory products.",5.0
Apple,2022,3,CFO_Financial_Detail,Unknown,"Products gross margin was 34.5%, down 190 basis points sequentially, mainly driven by seasonal loss of leverage, mix, and FX.",4.9682,CFO,CFO,"Products gross margin was 34.5%, down 190 basis points sequentially, mainly driven by seasonal loss of leverage, mix, and FX.",4.9682
Apple,2022,3,CFO_Financial_Detail,Unknown,"For Mac, we generate a revenue of $7.4 billion despite supply constraints and negative effects.",4.8318,CFO,CFO,"For Mac, we generate a revenue of $7.4 billion despite supply constraints and negative effects.",4.8318
Apple,2022,3,CFO_Financial_Detail,Unknown,"Our services set a June quarter revenue record of $19.6 billion, up 12% over a year ago, with all-time revenue records in the Americas and the rest of Asia Pacific, and June quarter records in Europe and Greater China.",4.8,CFO,CFO,"Our services set a June quarter revenue record of $19.6 billion, up 12% over a year ago, with all-time revenue records in the Americas and the rest of Asia Pacific, and June quarter records in Europe and Greater China.",4.8
Apple,2022,3,CFO_Financial_Detail,Unknown,"We believe our year-over-year revenue growth will accelerate during the September quarter compared to the June quarter, despite approximately 600 basis points of negative year-over-year impact from foreign exchange.",4.8,CFO,CFO,"We believe our year-over-year revenue growth will accelerate during the September quarter compared to the June quarter, despite approximately 600 basis points of negative year-over-year impact from foreign exchange.",4.8
Apple,2022,3,Strategic_Announcement,Unknown,"We recently announced that the Global Equity Innovation Hub, in partnership with Cal State Northridge, will provide new community grants to Hispanic-serving institutions to help the next generation of creators and innovators build skills and pursue high-demand careers in STEM.",4.0,CEO,CEO,"We recently announced that the Global Equity Innovation Hub, in partnership with Cal State Northridge, will provide new community grants to Hispanic-serving institutions to help the next generation of creators and innovators build skills and pursue high-demand careers in STEM.",4.0
Apple,2022,3,Strategic_Announcement,Unknown,"And finally, we continue to improve the breadth and the quality of our current services offerings, from a constant flow of new content on Apple TV Plus and Apple Arcade, to great new features we recently announced for iCloud and Apple Music, which we believe our customers will love.",3.7,CFO,CFO,"And finally, we continue to improve the breadth and the quality of our current services offerings, from a constant flow of new content on Apple TV Plus and Apple Arcade, to great new features we recently announced for iCloud and Apple Music, which we believe our customers will love.",3.7
Apple,2022,3,Strategic_Announcement,Unknown,This update was one of the many announcements we made at a truly extraordinary WWDC where we shared a range of new features that gives customers more control of their experience than ever before.,3.0,CEO,CEO,This update was one of the many announcements we made at a truly extraordinary WWDC where we shared a range of new features that gives customers more control of their experience than ever before.,3.0
Apple,2022,3,Strategic_Announcement,Unknown,"And as part of our effort to combat targeted attacks against the highest risk targets, like journalists and human rights activists, we introduced lockdown mode, which is designed to protect those most at risk of sophisticated digital attacks.",3.0,CEO,CEO,"And as part of our effort to combat targeted attacks against the highest risk targets, like journalists and human rights activists, we introduced lockdown mode, which is designed to protect those most at risk of sophisticated digital attacks.",3.0
Apple,2022,3,CEO_Quote,Unknown,"Yet we remain ever focused on the same vision that has guided us from the beginning, We strive every day to be a place where imagination ignites innovation like nowhere else, where good people come together to achieve great things, where customers are the center of everything we do.",2.9,CEO,CEO,"Yet we remain ever focused on the same vision that has guided us from the beginning, We strive every day to be a place where imagination ignites innovation like nowhere else, where good people come together to achieve great things, where customers are the center of everything we do.",2.9
Apple,2022,3,CEO_Quote,Unknown,"And we'll continue to execute on that vision as we always have, led by a focus on excellence and a desire to lead the world better than we found it.",2.8727,CEO,CEO,"And we'll continue to execute on that vision as we always have, led by a focus on excellence and a desire to lead the world better than we found it.",2.8727
Apple,2022,3,Strategic_Announcement,Unknown,"In two and a half years since launch, Apple TV Plus has now earned 250 wins and over 1,100 award nominations and counting.",2.8545,CEO,CEO,"In two and a half years since launch, Apple TV Plus has now earned 250 wins and over 1,100 award nominations and counting.",2.8545
Apple,2022,3,Strategic_Announcement,Unknown,"And last month, we announced a 10-year deal to present Major League Soccer matches around the world, giving global soccer fans a whole new way of viewing their favorite sport.",2.0,CEO,CEO,"And last month, we announced a 10-year deal to present Major League Soccer matches around the world, giving global soccer fans a whole new way of viewing their favorite sport.",2.0
Apple,2022,4,CFO_Financial_Detail,Unknown,"Importantly, in constant currency, we grew nicely in each of our geographic segments, with strong double-digit growth outside the U.S., Products revenue was $71 billion, up 9% over last year despite FX headwinds, and a record for the September quarter.",6.4,CFO,CFO,"Importantly, in constant currency, we grew nicely in each of our geographic segments, with strong double-digit growth outside the U.S., Products revenue was $71 billion, up 9% over last year despite FX headwinds, and a record for the September quarter.",6.4
Apple,2022,4,CFO_Financial_Detail,Unknown,"Moving to services, As I mentioned, we set a September quarter record in aggregate and in most geographic segments, generating 19.2 billion in revenue in spite of very large foreign exchange headwinds.",6.4,CFO,CFO,"Moving to services, As I mentioned, we set a September quarter record in aggregate and in most geographic segments, generating 19.2 billion in revenue in spite of very large foreign exchange headwinds.",6.4
Apple,2022,4,CFO_Financial_Detail,Unknown,"iPhone revenue grew 10% year-over-year to a September quarter record of $42.6 billion, despite significant foreign exchange headwinds.",6.3091,CFO,CFO,"iPhone revenue grew 10% year-over-year to a September quarter record of $42.6 billion, despite significant foreign exchange headwinds.",6.3091
Apple,2022,4,CFO_Financial_Detail,Unknown,"We achieved an all-time revenue record of $11.5 billion, up 25% year-over-year, despite significant FX headwinds.",6.2136,CFO,CFO,"We achieved an all-time revenue record of $11.5 billion, up 25% year-over-year, despite significant FX headwinds.",6.2136
Apple,2022,4,CFO_Financial_Detail,Unknown,"iPad revenue was $7.2 billion, down 13% year-over-year, due to significant negative foreign exchange and a challenging compare due to the launch of new iPads a year ago.",6.1,CFO,CFO,"iPad revenue was $7.2 billion, down 13% year-over-year, due to significant negative foreign exchange and a challenging compare due to the launch of new iPads a year ago.",6.1
Apple,2022,4,CFO_Financial_Detail,Unknown,"Wearables, home, and accessories revenue was $9.7 billion, growing 10% year-over-year, driven by the launch of Apple Watch and new AirPods Pro.",6.05,CFO,CFO,"Wearables, home, and accessories revenue was $9.7 billion, growing 10% year-over-year, driven by the launch of Apple Watch and new AirPods Pro.",6.05
Apple,2022,4,Strategic_Announcement,Unknown,"Second, on Mac, in addition to increasing FX headwinds, we have a very challenging compare against last year, which had the benefit of the launch and associated channel fill of our newly redesigned MacBook Pro with M1.",5.6,CFO,CFO,"Second, on Mac, in addition to increasing FX headwinds, we have a very challenging compare against last year, which had the benefit of the launch and associated channel fill of our newly redesigned MacBook Pro with M1.",5.6
Apple,2022,4,Strategic_Announcement,Unknown,"iPad revenue was $7.2 billion, down 13% year-over-year, due to significant negative foreign exchange and a challenging compare due to the launch of new iPads a year ago.",5.0,CFO,CFO,"iPad revenue was $7.2 billion, down 13% year-over-year, due to significant negative foreign exchange and a challenging compare due to the launch of new iPads a year ago.",5.0
Apple,2022,4,Strategic_Announcement,Unknown,"Wearables, home, and accessories revenue was $9.7 billion, growing 10% year-over-year, driven by the launch of Apple Watch and new AirPods Pro.",4.95,CFO,CFO,"Wearables, home, and accessories revenue was $9.7 billion, growing 10% year-over-year, driven by the launch of Apple Watch and new AirPods Pro.",4.95
Apple,2022,4,CFO_Financial_Detail,Unknown,"We reached the September quarter revenue record of $90.1 billion, up 8% year-over-year, despite over 600 basis points of negative foreign exchange impact, with new September quarter records in the Americas, Europe, Greater China, and rest of Asia Pacific.",4.8,CFO,CFO,"We reached the September quarter revenue record of $90.1 billion, up 8% year-over-year, despite over 600 basis points of negative foreign exchange impact, with new September quarter records in the Americas, Europe, Greater China, and rest of Asia Pacific.",4.8
Apple,2022,4,CFO_Financial_Detail,Unknown,"Our services set a September quarter revenue record of $19.2 billion, up 5% over a year ago, despite over 600 basis points of negative impact from foreign exchange.",4.8,CFO,CFO,"Our services set a September quarter revenue record of $19.2 billion, up 5% over a year ago, despite over 600 basis points of negative impact from foreign exchange.",4.8
Apple,2022,4,Strategic_Announcement,Unknown,"We're also excited about our global partnership with Major League Soccer, where starting next season, fans can stream every single MLS match through the Apple TV app.",3.0,CFO,CFO,"We're also excited about our global partnership with Major League Soccer, where starting next season, fans can stream every single MLS match through the Apple TV app.",3.0
Apple,2023,1,Strategic_Announcement,Unknown,And we feel very good about the product that we announced back in September and are happy to now be at a point where we're shipping to the demand.,2.9636,CEO,CEO,And we feel very good about the product that we announced back in September and are happy to now be at a point where we're shipping to the demand.,2.9636
Apple,2023,2,Strategic_Announcement,Unknown,"Just to remind you, in the June quarter a year ago, we had the full quarter impact of the launch for both of the iPhone SE and the iPad Air.",4.9364,CFO,CFO,"Just to remind you, in the June quarter a year ago, we had the full quarter impact of the launch for both of the iPhone SE and the iPad Air.",4.9364
Apple,2023,3,CEO_Quote,Unknown,"Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements including, without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and future business outlook, including the potential impact of macroeconomic conditions on the company's business and the results of operations.",5.9,CEO,CEO,"Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements including, without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and future business outlook, including the potential impact of macroeconomic conditions on the company's business and the results of operations.",5.9
Apple,2023,3,CFO_Financial_Detail,Unknown,"And I've said that the guidance for September is 44 to 45, which you know is historically very high.",4.8545,CFO,CFO,"And I've said that the guidance for September is 44 to 45, which you know is historically very high.",4.8545
Apple,2023,3,Strategic_Announcement,Unknown,"I would say if you think about the iPhone results year over year, you have to think about the SE announcement in the year-ago quarter, the iPhone SE announcement in the year-ago quarter.",2.0,CEO,CEO,"I would say if you think about the iPhone results year over year, you have to think about the SE announcement in the year-ago quarter, the iPhone SE announcement in the year-ago quarter.",2.0
Apple,2023,4,CEO_Quote,Unknown,"Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements including, without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and future business outlook, including the potential impact of macroeconomic conditions on the company's business and results of operations.",5.9,CEO,CEO,"Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements including, without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and future business outlook, including the potential impact of macroeconomic conditions on the company's business and results of operations.",5.9
Apple,2023,4,Strategic_Announcement,Unknown,"And then maybe if I could ask you about Vision Pro, which I believe is supposed to be launched more broadly sometime in 2024, in the early part of the year.",4.0,OTHER,,"And then maybe if I could ask you about Vision Pro, which I believe is supposed to be launched more broadly sometime in 2024, in the early part of the year.",4.0
Apple,2023,4,Strategic_Announcement,Unknown,"I'm curious, how different do you think the launch and the consumer education of this product or a new category will be versus other things like AirPods or Apple Watch that you've done?",4.0,OTHER,,"I'm curious, how different do you think the launch and the consumer education of this product or a new category will be versus other things like AirPods or Apple Watch that you've done?",4.0
Apple,2024,1,CEO_Quote,Unknown,"Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements including, without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and the future business outlook, including the potential impact of COVID-19 on the company's business and results of operations.",4.9,CEO,CEO,"Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements including, without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and the future business outlook, including the potential impact of COVID-19 on the company's business and results of operations.",4.9
Apple,2024,2,CEO_Quote,Unknown,"Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements, including, without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and future business outlook, including the potential impact of macroeconomic conditions on the company's business and results of operations.",5.9,CEO,CEO,"Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements, including, without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and future business outlook, including the potential impact of macroeconomic conditions on the company's business and results of operations.",5.9
Apple,2024,2,CEO_Quote,Unknown,"And we recently added Vision Pro to that, and we're thrilled with what we see there in terms of interest from big companies buying some to explore ways they can use it.",3.9,CEO,CEO,"And we recently added Vision Pro to that, and we're thrilled with what we see there in terms of interest from big companies buying some to explore ways they can use it.",3.9
Apple,2024,3,Strategic_Announcement,Unknown,"My question is, in response to an earlier question, you talked about a staggered launch on some of these software features, so are you expecting most of the features that you announced at WWDC to be part of iOS 18, or we should be thinking that some of these features could potentially be part of iOS 19 next year?",3.0,OTHER,,"My question is, in response to an earlier question, you talked about a staggered launch on some of these software features, so are you expecting most of the features that you announced at WWDC to be part of iOS 18, or we should be thinking that some of these features could potentially be part of iOS 19 next year?",3.0
