year,quarter,company,role_bucket,speaker,quote,score
2023,2,Disney,CFO,Unknown,"Second quarter domestic linear networks affiliate revenue decreased by 2% from the prior year, driven by a six-point decline from fewer subscribers, partially offset by three points of growth from contractual rate increases.",4.1
2023,3,Apple,CEO,Unknown,"Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements including, without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and future business outlook, including the potential impact of macroeconomic conditions on the company's business and the results of operations.",5.9
2023,3,Roku,CEO,Unknown,"You know, it was that sports experience when we launched it was sponsored by T-Mobile, which is not a traditional M&E advertiser for us.",4.9182
2023,3,Disney,CEO,Unknown,"Overall, we're considering potential strategic partnerships for ESPN, looking at distribution, technology, marketing, and content opportunities where we retain control of ESPN.",4.0
2023,3,Roku,CEO,Unknown,"Just some examples, you know, when we launched the Sports Zone, for example, which is a big pain point for viewers, how do they find which of the many streaming services their favorite game is being played on currently?",4.0
2023,3,Disney,CEO,Unknown,"Yesterday, it was announced that ESPN has entered into an exclusive licensing arrangement with Penn Entertainment to further extend the ESPN brand into the growing sports betting marketplace.",3.0
2023,3,Roku,CEO,Unknown,"I'll just point out an important component of our Roku channel business model, which I think a lot of people understand, but maybe not everyone, which is that Roku's big strategic advantage is that with a platform that a large number of people use to watch television.",2.9
2023,3,Roku,CEO,Unknown,"And, you know, it's an innovating way to create ways for viewers to discover content and also to create experiences that they find compelling in our user interface and then integrate promotion, marketing, sales into those experiences is a big part of our strategy of monetizing our install base.",2.9
2023,3,Apple,CEO,Unknown,"I would say if you think about the iPhone results year over year, you have to think about the SE announcement in the year-ago quarter, the iPhone SE announcement in the year-ago quarter.",2.0
2023,4,Apple,CEO,Unknown,"Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements including, without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and future business outlook, including the potential impact of macroeconomic conditions on the company's business and results of operations.",5.9
2023,4,Meta Platforms,CEO,Unknown,"and to improve our financial performance, primarily with the goal of providing stability so we can invest in these long-term ambitious visions around AI and metaverse over what we see as the coming decade or more as these things play out.",5.6
2023,4,Disney,CEO,Unknown,"We're not giving any guidance beyond our guidance about becoming profitable at the end of 2024, but the building blocks are in place to turn this into a real growth business for us, and the recent announcement about purchasing the remaining stake in Hulu is just one of those building blocks.",5.0
2023,4,Roku,CEO,Unknown,"I mean, we're seeing new sports services launched, used to be that you couldn't get access to sports content without having a subscription to additional traditional pay TV, that's really changed.",5.0
2023,4,Disney,CEO,Unknown,"Clearly, we've got technology improvements in the works, whether it comes to account sharing or whether it comes to basically lowering customer acquisition costs and churn and lowering marketing expenses and growing margins.",4.7
2023,4,Warner Bros Discovery,CEO,Unknown,"the ability to now have a profitable streaming business and to keep that business profitable and growing in a year where we're launching in multiple markets around the world, where we're deploying real capital to build the brand, to market the programming, and to have the infrastructure around the world.",4.0
2023,4,Disney,CEO,Unknown,Bob Iger Chief Executive Officer thanks Michael regarding charter first of all as we said when we did the deal we think it's a great deal for us also think it's a great deal for charter it doesn't really change things much in terms of our strategy because when you look at the deal it actually ended up reflecting exactly what our strategic priorities are that is streaming and and and the distribution agreement is for ,3.9
2023,4,Roku,CEO,Unknown,"Like what are the features and what are the areas of the product, what's the strategy that will fundamentally just drive increased platform revenue growth?",3.9
2024,1,Meta Platforms,CEO,Unknown,"Our outlook for that, I think, has improved quite a bit because previously we thought that that would need to wait until we had these full holographic displays to be a large market.",5.6
2024,1,Warner Bros Discovery,CEO,Unknown,"um we're a global business we're in business almost in virtually every country in the world with multiple channels or free to air channels and uh two-thirds of of a mature if if if the subscription business is gestationally beginning to mature come from outside the us you know so when we launch with the olympics we're just getting started outside the us so when you look at our subs You know, this is a big moment for ",5.0
2024,1,Apple,CEO,Unknown,"Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements including, without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and the future business outlook, including the potential impact of COVID-19 on the company's business and results of operations.",4.9
2024,1,Warner Bros Discovery,CEO,Unknown,"And when you saw deals here in the U.S., this innovative deal that Bob and Chris did with Charter and Disney, those are deals outside the U.S., that you'll see replicated or already happening, you'll see it as we launch, that allow for a real advantage for the fact that we're already in business.",4.0
2024,1,Warner Bros Discovery,CEO,Unknown,"When we launch House of the Dragon again, every platform everywhere in the world will be promoting it but it won't be just in spots it'll be all of our talent talking about what's coming up on max and and it's something that's become very attractive and it's it's recognized in the community that that this is a place where if you create great content that the warner brothers discovery team will globally get behind it ",4.0
2024,1,Comcast,CEO,Unknown,But the main strategy has always been to have the superior product in the market with fantastic service and constant innovation and do it in a capital way that where our investment is consistent and within the guidelines that we've previously talked about.,3.9
2024,1,Roku,CEO,Unknown,Anthony Wood Founder & Chief Executive Officer We recently launched the NBA Zone in partnership with the NBA in April.,3.8364
2024,1,Comcast,CEO,Unknown,"But having now this now strategy to help consumers with a super easy on, you know, it's all there in a prepaid market.",3.7364
2024,2,Apple,CEO,Unknown,"Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements, including, without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and future business outlook, including the potential impact of macroeconomic conditions on the company's business and results of operations.",5.9
2024,2,Warner Bros Discovery,CEO,Unknown,"David Zasloff President and Chief Executive Officer One of the strategic advantages of owning all of our IP is as the world has changed, it used to be you launch a movie or you launch a TV series and then you do a game.",4.0
2024,2,Apple,CEO,Unknown,"And we recently added Vision Pro to that, and we're thrilled with what we see there in terms of interest from big companies buying some to explore ways they can use it.",3.9
2024,2,Meta Platforms,CEO,Unknown,And that's why we don't feel like we need to necessarily build a cloud and sell it directly in order for it to be a really positive business strategy for us.,2.9
2024,2,Comcast,CEO,Unknown,"Inside, and we'll have, when it gets all announced, the detail that Mike described, we have probably more content than anybody.",2.8773
2024,2,Roku,CFO,Unknown,"Dan Jetta Chief Financial Officer We anticipate total net revenue of $1.01 billion, gross profit of $440 million, with gross margin of 44%, and adjusted EBITDA of $45 million.",7.1
2024,2,Meta Platforms,CFO,Unknown,Our guidance assumes foreign currency is a 2% headwind to year-over-year total revenue growth based on current exchange rates.,6.5727
2024,2,Roku,CFO,Unknown,"On the device side, we expect Q3 revenue to grow 24% and margins to be in line with Q2 in the negative low double digits, reflecting continued expansion and investment in our Roku-branded TV program.",6.1
2024,3,Roku,CEO,Unknown,"We just recently launched the Roku Ad Manager, which is a self-service platform targeting advertisers that want to interact with us on a self-serve basis, and particularly small and medium-sized businesses.",5.0
2024,3,Meta Platforms,CEO,Unknown,"We also launched teen accounts this quarter, which add built-in protections that limit who teens are messaging and what content they can see.",3.9409
2024,3,Disney,CEO,Unknown,Bob Iger Chief Executive Officer I know I've sounded like a broken record because I've talked about strategic partnerships for ESPN over the last number of quarters.,3.7
2024,3,Meta Platforms,CEO,Unknown,Mark Zuckerberg CEO This was a good quarter with strong product and business momentum and with parts of our long-term vision around AI and the future of computing coming into sharper focus.,3.6
2024,3,Meta Platforms,CEO,Unknown,We've deepened our partnership with Essilor Luxottica to build future generations of smart eyewear that deliver both cutting-edge technology and style.,2.9864
2024,3,Meta Platforms,CEO,Unknown,"Or on the business side, we do want to continue making progress on this vision of making it so that any small business or any business over time can, with a few clicks, stand up an AI agent that can help do customer service and sell things to all of their customers around the world.",2.9
2024,3,Roku,CEO,Unknown,"And, you know, I view that as a huge opportunity as those to make it easy for those kinds of businesses to start to easily generate and deliver a high-quality television-based ad, the same way they can do an AdWord today, for example.",2.9
2024,3,Meta Platforms,CEO,Unknown,And I think that this partially comes from having a vision and roadmap that is aligned with the direction that technology is heading.,2.8045
2024,4,Apple,CEO,Unknown,"Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements, including without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and future business outlook, including the potential impact of macroeconomic conditions on the company's business and results of operations.",5.9
2024,4,Samsung,CEO,Unknown,"As robot AI drives future robotics competitiveness, we are strengthening our capabilities through in-house development, strategic investments, and partnerships with leading global robotics AI and platform companies to ensure continuous advancement.",5.0
2024,4,Disney,CEO,Unknown,"In television, our branded series and general entertainment programming are performing exceptionally well, drawing new audiences and winning an unprecedented number of accolades, including a record-breaking 60 Emmy Awards.",4.6
2024,4,Warner Bros Discovery,CEO,Unknown,And we're also focused on executing our strategy while ensuring we're able to take advantage of broader market opportunities as they arise.,3.8318
2024,4,Disney,CEO,Unknown,"We launched in LATAM just this week, and we now are â we have password-sharing or anti-password-sharing initiatives, I think, in over approximately 130 countries.",3.0
2024,4,Meta Platforms,CEO,Unknown,So I think that there's been a lot of people who have read this announcement as if we somehow don't care about adding context to things that are on our platform that are misinformation.,3.0
2024,4,Roku,CEO,Unknown,"And, you know, we announced, I think, last quarter that we expected to In the not-too-distant future, past 100 million streaming households were on track for that to happen.",3.0
2024,4,Apple,CEO,Unknown,"This week is a very exciting week for us because we just rolled out three days, three launches of different Macs and desktops and laptops.",2.9273
2025,1,Apple,CEO,Unknown,"Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements, including, without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and future business outlook, including the potential impact of macroeconomic conditions on the company's business and results of operations.",5.9
2025,1,Amazon,CEO,Unknown,"Additionally, just a couple days ago, Project Kuiper reached a significant milestone by launching our first satellites into orbit, with more being launched soon, and we expect to begin offering service to customers later this year.",5.0
2025,1,Roku,CEO,Unknown,"So, yeah, just to remind everyone, our initiatives, our strategy to grow platform revenue, one is grow our ad business, and a big part of that is integration with third-party DSPs, really embracing them as partners and deepening our integration with them.",4.9
2025,1,Amazon,CEO,Unknown,"This past quarter, Amazon Q, the most capable generative AI-powered assistant for accelerating software development and leveraging your own data, launched a lightning-fast new agentic coding experience within the command line interface that can execute complex workflows autonomously.",4.7
2025,1,Amazon,CEO,Unknown,"As I've referenced a couple times in Q1, we introduced Alexa Plus, our next generation Alexa personal assistant who's meaningfully smarter and more capable than her prior self, can both answer virtually any question and take actions, and is free with Prime or available to non-Prime customers for $19.99 a month.",3.0
2025,1,Amazon,CEO,Unknown,"And of course, we offer our own Amazon Nova state-of-the-art foundation models in Bedrock with the latest premier model launching yesterday.",2.9364
2025,1,Microsoft,CEO,Unknown,"So you can use even, that's the announcement we made a couple of weeks ago, is you can even use Copilot Studio to build autonomous agents.",2.9273
2025,1,Amazon,CEO,Unknown,"And I think when you've also got another thing that people forget is that when you've got 2 million plus sellers, they're not all going to take the same strategy if there ends up being higher tariffs.",2.9
2025,2,Disney,CEO,Unknown,"Meanwhile, we are only a few months away from the launch of ESPN's exciting new direct-to-consumer product offering, and we look forward to sharing pricing and timing details very soon.",5.0
2025,2,Roku,CEO,Unknown,"You know, demand-side platforms, Third-party partnerships, it's a big part of our strategy, and that's working well to really lean into those partnerships.",5.0
2025,2,Warner Bros Discovery,CEO,Unknown,"And we're seeing it at HBO Max, which again added more than 3.4 million subscribers in Q2 as it continues to launch in markets around the world.",4.9545
2025,2,Roku,CEO,Unknown,"You know, demand-side platforms, Third-party partnerships, it's a big part of our strategy, and that's working well to really lean into those partnerships.",4.9
2025,2,Microsoft,CEO,Unknown,"I mean, just not the software optimizations that come because of what DeepSeq has done, but all the work we have done to, for example, reduce the prices of GPT models, you know, over the years in partnership with OpenAI.",4.0
2025,2,Microsoft,CEO,Unknown,"Key to driving, right, one of the key things to note in AI is you just don't launch the frontier model.",3.7682
2025,2,Disney,CEO,Unknown,We remain confident about the direction of the company and optimistic about our outlook for the rest of the fiscal year.,3.7455
2025,2,Disney,CEO,Unknown,This has been an excellent first half of the fiscal year with strong results powered by our disciplined and focused growth strategy.,3.5
2025,3,Roku,CEO,Unknown,"I don't know if Charlie will have anything to add, but I'll just say that, yeah, as you said, it's still early on the Amazon partnership.",4.9227
2025,3,Comcast,CEO,Unknown,"Sunday Night Basketball launches in February, modeled after the success of Sunday Night Football, which has been the number one primetime show for 14 straight years and now averages roughly 25 million viewers.",4.0
2025,3,Apple,CEO,Unknown,"What pieces of the chain are commoditized and not commoditized, I wouldn't want to really talk about today because that gives away some things on our strategy.",3.9
2025,3,Comcast,CEO,Unknown,"We also launched a program that connects customers to a live agent in seconds, which is now available to half of our customer base.",3.8955
2025,3,Apple,CEO,Unknown,"And you could kind of see that in the the most recent announcements, whether it's NP Materials or our manufacturing academy that we're standing up in Detroit in a couple weeks or so.",3.0
2025,3,Comcast,CEO,Unknown,Mike Cavanaugh President and Chief Operating Officer Good morning everyone and thanks for joining us first i'll start with the leadership news we announced earlier this morning.,3.0
2025,3,Apple,CEO,Unknown,And so that's just a reminder of where things are and what we assumed as we calculated the projection of $1.1 billion that's in our outlook color.,2.8636
2025,3,Meta Platforms,CEO,Unknown,"And I think what we haven't really seen as much in the history of the technology industry is the rate of new capabilities being introduced because around each of these capabilities, you can build many new products that I think each will turn into interesting businesses.",2.0
2025,4,Amazon,CEO,Unknown,"And that's a big piece of what we're trying to do with, with training them in our, in our hardware strategy.",3.6909
2025,4,Apple,CEO,Unknown,"From a Mac point of view, the challenge is that last year was sort of the mother of all Mac launches.",3.3591
2025,4,Disney,CEO,Unknown,"First of all, Obviously, we care deeply about our consumer, and our priority has always been to remain on their service without interruption, to close a deal on a timely basis so that interruption does not occur.",2.9
2025,4,Amazon,CEO,Unknown,"We have a lot of respect for the company, and we hope to continue to extend our partnership over time.",2.7636
2025,4,Apple,CEO,Unknown,All of these from Mac Mini to iMac to all the MacBook Pros all launched literally at the same time.,2.75
2025,4,Disney,CFO,Unknown,"In terms of the experiences business and drivers for 26, obviously we've made big investments in cruise and we're expecting cruise to be a meaningful contributor to growth of experiences during the course of the year, particularly in the second half as we get past the launch costs and some of the dry docks that we have in the first half of the year.",6.1
2025,4,Spotify,CFO,Unknown,"But looking at the gross margin pace here in quarter four going into quarter one and also for next year and the things that drives that, I mean, what I said was that the price increases that we have done here is going to outpace the net content cost in 2026.",6.1
2025,4,Disney,CFO,Unknown,"In terms of the experiences business and drivers for 26, obviously we've made big investments in cruise and we're expecting cruise to be a meaningful contributor to growth of experiences during the course of the year, particularly in the second half as we get past the launch costs and some of the dry docks that we have in the first half of the year.",5.0
